psmiles,value
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2ccc(cc2)OC(=O)*)cc1,1.46
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCCCCCCCCC(=O)*,1.185
*/C(=C/CC*)/C,0.97051875
*C(C*)c1c(cc(c(c1)C)C)C,0.996
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)*,1.245
*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)C(C)(C)C,1.1365
*C(C*)S(=O)(=O)c1ccccc1,1.244
*NC(=O)C(C(=O)NCCCCCC*)CCCCCCCCCCCCC,0.993
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)*,1.42
*C(C*)Cc1cc(ccc1)C,1.037
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)c2c(cc(cc2)*)C(F)(F)F)C(F)(F)F)cc1,1.47775
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2c(cc(cc2)*)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1,1.443
*OC(CC*)(C(F)(F)F)C(F)(F)F,1.89
*C(C*)(C(=O)OCC(F)(F)F)F,1.5868
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,1.464
*C(C*)OC(=O)c1ccc(cc1)CC,1.145
*C(C*)(C)C,0.900408788
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)Sc2ccc(cc2)Sc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,1.398
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,1.375072
*C1C(=O)N(C(=O)C1C(C*)c1ccccc1)CCCCCCCCCCCCCCCC,1.03
*NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)*)C(C)C)C)C)C,1.28
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2ccc(cc2)*)cc1,1.47
*NC(=O)CC(=O)NC*,1.58
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(c2ccc(cc2)*)(C(F)(F)F)C(F)(F)F)cc1,1.424
*/C=C/CCCCCCCCCC*,0.995
*SSSSCC*,1.46405
*N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Cc2ccc(cc2)*)cc1,1.371
*C(C*)Cc1ccc(cc1)C,1.035
*NC(=O)C(C(C(=O)NCCCCCC*)OC)OC,1.19
*C1CC2CC(CC(C1)O2)OC(=O)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OC(=O)O*,1.368
*NC(=O)CCCCCCCCC(=O)NCCCCCCCCCC*,1.04515
*C(C*)OC(=O)CCCCCCCCCCC,0.897
*OC(C*)COc1c(cccc1)Cl,1.414
*N=P(*)(OCC(F)(F)F)OCC(F)(F)F,1.473333333
*NC(C(=O)*)CCC(=O)OCc1cc(ccc1)Cl,1.343
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1c(cc(cc1)C(c1cc(c(cc1)*)[Si](C)(C)C)(C(F)(F)F)C(F)(F)F)[Si](C)(C)C,1.25
*[SiH](C#Cc1cc(ccc1)C#C*)c1ccccc1,1.3175
*C(C*)CCCCCCCC,0.857
*NC(=O)C(C(=O)NCCCCCC*)CCCCCCCCCCCCCCCCCC,0.975
*Sc1ccc(cc1)*,1.351409524
*C(C*)CC(CC)C,0.868333333
*NC(=O)C(C(=O)NCCCCCCCCC*)CCCCCCCCCCCC,0.977
*Oc1c(cc(c(c1)C(C)(C)C)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)C(c1ccc(cc1)NC(=O)c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)C(C)(C)C,1.2
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)Oc2ccc(cc2)Sc2ccc(cc2)*)cc1)(C)C,1.21
*OC(=O)CCCCCC(=O)OCC*,1.278
*C(C*)C(CC)C,0.885
*NC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)NCCCCCCCCCCCC*,1.006
*c1oc2c(n1)cc(cc2)*,1.589
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)c1ccc(cc1)*)(C)C)(C)C,1.166
*C(CC(C*)(c1ccc(cc1)OC(=O)C)OC(=O)C)(C#N)C#N,1.22
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)*,1.5125
*OC1C(CCCC1)*,1.067
*NC(=O)CCCCCCCCCCCCCCCCC(=O)NCCc1ccc(cc1)CC*,1.055
*C(C*)(C(=O)OCc1cc(cc(c1)Cl)Cl)C,1.44
*NC(C(=O)*)CCC(=O)OCCCC,1.12
*C1(c2c(C(=O)O1)cccc2)c1cc(c(c(c1)Br)OC(=O)c1ccc(cc1)C(=O)Oc1c(cc(cc1Br)*)Br)Br,1.75
*C(C(=O)C*)c1cc(ccc1)C,1.166
*NC(=O)CCCCCCCCC(=O)NCCCP(CCC*)c1ccccc1,1.102
*C(C*)(C(=O)OCCC)Cl,1.3
*Oc1ccc(cc1)C(=O)OCCOC(=O)c1ccc(cc1)OCC*,1.364945455
*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1cc(ccc1)c1cc(ccc1)C(=O)c1ccc(cc1)*,1.22
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2cc(cc(c2)C(F)(F)F)*)cc1)(C(F)(F)F)C(F)(F)F,1.44
*N1CCN(CC1)C(=O)OC1CC2CC(CC(C1)O2)OC(=O)*,1.206
*Oc1c2c(ccc1)c(ccc2)OC(=O)c1c(cccc1)C=Cc1ccc(cc1)C=Cc1c(cccc1)C(=O)*,1.213
*c1cc2c(C(=O)N(C2=O)c2c(cc(c(c2)C)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C)cc1,1.39
*NC(=O)C(C(=O)NCCCCCC*)CCCC,1.052
*C(=CC(C*)C)C,0.908571429
*C(C*)C1CC1,0.95325
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCCCCCCC(=O)*,1.208
*C(C*)(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,1.157
*NC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)NCCCCCC*,1.032
*N1CCN(CC1)C(=O)C1C(C(C1c1ccccc1)C(=O)*)c1ccccc1,1.202
*OC(CC(=O)*)C(Cl)(Cl)Cl,1.81
*c1cc2c(C(=O)N(C2=O)c2cc(cc(c2)C(F)(F)F)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,1.457733333
*c1sc(cc1CCCCCCCC)c1sc(c(c1)CCCCCCCC)*,1.27
*C1C(=O)N(C(=O)C1C(C*)c1ccccc1)CCCCCCCCCC,1.071
*C1CC2CC(CC(C1)O2)OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)O*,1.33
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)(C)C,1.32
*NC(=O)CCCCCCCCCCC(=O)NCCCCCCCCCCCCCC*,1.027
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCCCCC(=O)*,1.239
*c1ccc2c(nc([nH]2)c2ccc3S(=O)(=O)c4c(-c3c2)cc(cc4)c2nc3c([nH]2)ccc(c3)C*)c1,1.124
*c1cc2C(c3c(-c2cc1)ccc(c3)c1cc2C(c3c(-c2cc1)ccc(c3)*)(c1c2ccc3cccc4ccc(cc1)c2c34)c1ccccc1)(c1ccc(cc1)OCC(CCCC)CC)c1ccc(cc1)OCC(CCCC)CC,1.04
*Oc1ccc(cc1)C(=O)OCCCCCCCCCCOC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*,1.294
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)*)cc1)(C)C,1.303
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)c1ccc(cc1)*)(C)C)(C(F)(F)F)C(F)(F)F,1.287
*OC(=O)CCCCC(=O)OCCCCCC*,1.112866667
*NC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)NCCc1ccc(cc1)CC*,1.05
*Oc1cc(ccc1)OC(=O)c1cc(ccc1)C(=O)*,1.34
*NC(CCC(=O)*)C(=O)OC,1.16
*Oc1ccc(cc1)Sc1ccc(cc1)OC(=O)*,1.4275
*c1cc2n3c(-c4ccc(cc4C3=O)Oc3cc4-c5n(c6ccc(cc6n5)O*)C(=O)c4cc3)nc2cc1,1.379
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)*)cc1,1.37
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)*)cc1,1.3869675
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)CCCCCCCC*,1.335
*NC(C(=O)*)CCC(=O)OCCCCCCCCCCCCCCCC,1.048
*NC(C(=O)*)(C)C,1.057
*Oc1c(cc(cc1Cl)C1(CCCCC1)c1cc(c(c(c1)Cl)OC(=O)*)Cl)Cl,1.38
*C(C*)(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,1.24
*C(C*)(C(=O)OC1CCCCC1)C,1.100571429
*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)C(c2cc(c(cc2)O)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)O)cc1,1.503333333
*NC(=O)CCCCCCCCCCCCC(=O)NCCCCCCCCCCCC*,1.02
*c1c2c(c(s1)*)OC(CO2)CCCCCC,1.68
*c1sc(c(c1OCCCC)OCCCC)C=C*,1.36
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)Cc1ccc(cc1)*,1.282
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1cc(cc(c1)I)C(=O)c1ccc(cc1)*,1.504
*OC(C*)CS(=O)(=O)C,1.442
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)c1ccccc1,1.24
*C(C(=O)*)(C)C,1.31
*Oc1c(cc(cc1)S(=O)(=O)c1cc(c(cc1)OCC(COc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCC(C*)O)O)C)C,1.35
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2ccc(cc2)C(c2ccc(cc2)OC(=O)*)(C)C)cc1,1.341
*C(=CCC*)C,0.983333333
*C(*)C(=O)OC,1.295
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)C(c1ccc(cc1)*)(C)C,1.29125
*/C=C\CCC*,0.89
*Oc1c(cc(c(c1)C(C)(C)C)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)C(c1ccc(cc1)NC(=O)c1ccc(cc1)*)(C)C)C(C)(C)C,1.112
*NC(CC(=O)*)C,1.184666667
*c1cc2-c3n(c4ccc(cc4n3)Oc3ccc4n5c(-c6ccc(cc6C5=O)C(*)(C(F)(F)F)C(F)(F)F)nc4c3)C(=O)c2cc1,1.405
*C(C*)(C(=O)OC)C,1.178952033
*c1cc2-c3n(c4ccc(cc4n3)Oc3cc4n5c(-c6ccc(cc6C5=O)Oc5ccc(cc5)O*)nc4cc3)C(=O)c2cc1,1.357
*N1C(=O)c2c(C1=O)cc(cc2)Sc1cc2c(C(=O)N(C2=O)c2c(cc(c(c2C)*)C)C)cc1,1.286
*NC(=O)C*,1.55
*c1ccc(cc1)c1c(cc(c(c1)OCCCCCC)c1ccc(cc1)C=C1C(=O)C(=C*)CCC1)OCCCCCC,1.18
*C(C(=O)C*)c1ccccc1,1.26975
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1cc(cc(c1)C(C)(C)C)C(=O)c1ccc(cc1)*,1.24
*N1C(=O)c2c(C1=O)cc(cc2)C(=O)Nc1ccc(cc1)NC(=O)C*,1.397
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(c2cc(ccc2)C(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)(C)C)(C)C)cc1,1.275
*OC(=O)CCCCCCCCC(=O)OCCCCCCCCCC*,1.056
*C(C*)C(=O)OCCO,1.249
*N1C(=O)c2c(C1=O)cc(cc2)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)C*,1.362
*c1nc(nc(n1)Oc1c(cccc1)C(=O)Oc1c(cccc1)OC(=O)c1c(cccc1)O*)N(CC)c1ccccc1,1.2
*Nc1ccc(cc1)C(c1ccc(cc1)NC(=O)c1cc(ccc1)C(=O)*)(C(F)(F)F)C(F)(F)F,1.4077
*O[Si](CCCCCC[Si](*)(C)C)(C)C,0.892
*NC(C(=O)*)CC(=O)OCCc1ccccc1,1.3125
*N=P(*)(F)F,2.335
*OC(=O)c1ccc(cc1)C(=O)OCCCCCc1ccc(cc1)CCCCC*,1.24
*NC(=O)CCCCC(=O)NCc1cc(ccc1)C*,1.220757143
*OC(=O)CCC(=O)OCC1CCC(CC1)C*,1.195
*C(C*)CC(C)C,0.832945
*C(C*)(C(=O)OCCOCC)C,1.169
*C=CCC*,0.9027
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)Oc2ccc(cc2)Sc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)C2(c3ccccc3-c3ccccc23)c2ccc(cc2)NC(=O)*)cc1,1.239
*C(C*)(C(=O)OCc1c(cccc1)Cl)C,1.23
*NC(=O)CCc1ccc(cc1)CCC(=O)NCCCCCCCCCCCC*,1.08
*NC(=O)CCCCCCCCCCCCCCCCC(=O)NCCCCCCCCCCCC*,1.01
*C(C*)(C(=O)Oc1c(cc(cc1OC)C=Cc1ccccc1)OC)C,1.253
*N1C(CCC1)C(=O)N1C(CCC1)C(=O)NCC(=O)*,1.31
*NC(C(=O)*)CC(C)C,1.07
*C(C*)(C(=O)OCc1cc(c(cc1)Cl)Cl)C,1.423
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Cc2ccc(cc2)NC(=O)*)cc1,1.344
*OC(=O)CCCCCC(=O)OCCCCC*,1.151
*=C=C=C(C(=*)COS(=O)(=O)c1ccc(cc1)F)COS(=O)(=O)c1ccc(cc1)F,1.6015
*NC(=O)CCCCCCCCC(=O)NC*,1.21
*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)C(=O)Nc2c3c(ccc2)c(ccc3)NC(=O)c2cc(c(cc2)C)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C)cc1,1.363
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1c(cc(c(c1)C(=O)OCCCCCCCCCC)C(=O)*)C(=O)OCCCCCCCCCC,1.13
*c1nc(nc(n1)Oc1c2c(ccc1C(=O)Oc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)OC(=O)c1c(c3c(cc1)cccc3)O*)cccc2)N1CCCCC1,1.143
*c1nc(nc(n1)Oc1ccc(cc1)C(c1ccc(cc1)O*)(C)C)Oc1ccc(cc1)[N+](=O)[O-],1.133
*NC(=O)CCCCCCCCCCCCCCCCC*,1.02
*=C=C=C(C(=*)COC(=O)NCC)COC(=O)NCC,1.28
*C(C*)(C(=O)OCC(F)(F)F)C,1.4531
*C(=CCCC*)c1ccccc1,1.04
*C(C*)OC(=O)CCCCC,0.975
*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)OC(=O)*,1.219
*N1C(CCC1)C(=O)NCC(=O)NC(C(=O)*)C,1.41
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*)(C(F)(F)F)C(F)(F)F,1.4041
*NC(CC(=O)*)C(=O)OC,1.36
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)c1ccc(cc1)C(=O)*)(C)C,1.231
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)cc1,1.446
*NC(=O)CCCCCCCCCCCCC(=O)NCc1ccc(cc1)C*,1.11
*C(=C*)c1ccc(cc1)n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)C#C,1.29
*NC(CC(=O)*)C(=O)OCCCC,1.18
*Nc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)NC(=O)c1cc(cc(c1)C(C)(C)C)C(=O)*,1.1756
*NC(=O)CCc1ccc(cc1)CCC(=O)NCCCCCCCCCCCCCCCCCC*,1.034
*C(C*)(CC(=O)OC)C(=O)OC,1.26
*C(C*)(C(=O)Oc1ccccc1)C,1.2235
*NC(=O)c1ccc(cc1)C(=O)NCCCCCCCCCCCC*,1.152
*OC(=O)NCCCCCCNC(=O)OCCCCCC*,1.23
*C(C*)(C(=O)OCCC#N)C,1.24
*C(C*)(C(=O)OCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)C,1.1015
*c1nc(nc(n1)Oc1cc2c(cc1C(=O)Nc1ccc(cc1)NC(=O)c1cc3c(cc1O*)cccc3)cccc2)Nc1cc2c(cc1)cccc2,1.19
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(CC)C,1.18
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(c(c(c(c1F)F)COC(c1cc(ccc1)C(OCc1c(c(c(c(c1F)F)*)F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)F)F)(C(F)(F)F)C(F)(F)F,1.594
*NC(CCCCC(=O)*)C,1.08
*OC(C*)C(C)(C)C,0.975
*c1nc(nc(n1)Oc1c2c(ccc1C(=O)OCCOCCOCCOC(=O)c1c(c3c(cc1)cccc3)O*)cccc2)N1CCCCC1,1.127
*OC(C(C(*)(F)F)(F)F)(F)F,1.86245
*Oc1c(cccc1)OC(=O)c1c(cccc1)C=Cc1ccc(cc1)C=Cc1c(cccc1)C(=O)*,1.187
*NC(=O)CCCCCCC(=O)NCCCCCC*,1.143
*C(C*)[SiH2]CC,0.98
*C(C*)(C(=O)OCCOCCO)C,1.26
*N(C(=O)CCCCCCCCC(=O)N(CC*)C)C,1.278
*OC(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)OCC*)(CC)C,1.2
*NC(C(=O)*)CCCNC(=O)c1ccccc1,1.27
*c1cc2c(C(=O)N(C2=O)c2c(c(c(c(c2C)C)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C)C)cc1,1.243
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(cc(cc2C)Cc2cc(c(c(c2)C)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C)C)cc1,1.2957
*C(C*)OC(=O)c1ccncc1,1.288
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(c(cc1)c1c(cc(cc1)*)F)F,1.51
*NC(=O)CC(CCC*)C,1.11
*/C(=C(/CC*)\Cl)/Cl,1.61
*NC(C(=O)*)CCC(=O)OCCCc1ccccc1,1.08
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)Cc1ccc(cc1)*,1.331075455
*N1C(=O)c2c(C1=O)cc(cc2)Sc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Cc2ccc(cc2)*)cc1,1.343
*c1ccc2c(nc([nH]2)c2ccc3sc4c(c3c2)cc(cc4)c2nc3c([nH]2)ccc(c3)O*)c1,1.208
*OC(*)C(Cl)Cl,2.072
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Cc2ccc(cc2)*)cc1,1.33319
*C(CC(C*)(c1ccc(cc1)OC(=O)CCC)OC(=O)C)(C#N)C#N,1.2
*NC(=O)CCC(CC*)C,1.08
*C(C*)(C(=O)OCCC)C,1.076857143
*C(C*)(Br)Br,3.065
*C(C*)OC(=O)CCCCCCCCCCCCCCC,0.891
*N=P(*)(Oc1ccc(cc1)C(C)C)Oc1ccc(cc1)C(C)C,1.205
*OC(=O)c1c(cc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)N=Nc1ccc(cc1)C=Cc1nc2c(n1CC)cc(cc2)[N+](=O)[O-])OC,1.29
*NC(C(=O)*)CCC(=O)OCc1c(cccc1)Cl,1.382
*N(C(=O)CCCCCCCCCC*)C,1.005
*c1ccc(cc1)/C=C/*,1.283
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)*)cc1,1.408
*NC(C(=O)*)CCSC,0.88
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)*,1.49
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)C2(c3ccccc3-c3ccccc23)c2cc(c(c(c2)C(C)C)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C)C(C)C)cc1,1.18
*c1sc(cc1CCCCCC)*,1.145666667
*NC(CC(=O)*)C(=O)OCCCCCCCCCCCCCCCCCC,1.03
*OC(=O)c1ccc(cc1)C(=O)OCC(C*)(CC)C,1.191666667
*OC(=O)c1c(cccc1)C(=O)OCC*,1.37925
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(c1ccccc1)C,1.2085
*OCC(C*)(CS(=O)(=O)C)CS(=O)(=O)C,1.48
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)Cc2cc(c(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1,1.37
*N1C(=O)c2c(C1=O)cc(cc2)C(=O)Nc1ccc(cc1)Oc1c(c(c(c(c1F)F)Oc1ccc(cc1)NC(=O)C*)F)F,1.4301
*C(C*)C(=O)N(CCCC)CCCC,1.06
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)c2cc(c(c(c2)C)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C)C)cc1,1.32165
*C(C*)OC(=O)CCC,1.026
*NC(=O)C(C(=O)NCCCCCCC*)CCCCCCCCCCCC,0.987
*c1oc(nn1)c1ccc(cc1)C1(c2c(C(=O)O1)cccc2)c1ccc(cc1)*,1.3195
*C1C2C(C(=O)N(C2=O)CCCCC)C(C1)C=C*,1.125
*NC(=O)CCCCCCCC(=O)NCCCCCC*,1.0974
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCCCCCCCC(=O)*,1.176
*NC(=O)CCCCCCCCCCCCCCCCC(=O)NCCCCCC*,1.04
*Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)c1c(cc(c(c1)C(=O)O)C(=O)*)C(=O)O,1.2705
*C(C(*)(F)F)(C(F)(F)F)F,2.005
*C(C*)Cl,1.380575
*NC(=O)CCCCCCC(=O)NCCCCCCC*,1.112
*C(C*)c1c(cccc1)F,1.29
*OC(C*)CS(=O)(=O)CCCCC,1.249
*Oc1ccc(cc1)C(=O)OCCCCOC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*,1.29
*NC(C(=O)*)CCC(=O)OCCC,1.16
*Nc1c(cc(cc1)*)C,1.315
*NC(=O)CCCCCC(=O)NC*,1.24
*NC(=O)C(=O)NCCCP(CCC*)c1ccccc1,1.208
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1c(cc(cc1)c1cc(c(cc1)*)C)C,1.3468
*Oc1c(cc(cc1C)C1C(CC(CC1)C(c1cc(c(c(c1)C)OC(=O)c1ccc(cc1)C(=O)*)C)(C)C)C)C,1.05
*C(C*)(C(=O)OCCCCCCCCCCCC)C,0.93
*C(C*)CO,1.269
*OC(C*)COC,1.095
*C(C*)OC(=O)CCCC(=O)c1ccccc1,0.851
